"parent2_code","parent2_name","parent1_code","parent1_name","parent0_code","parent0_name","parent0_name_EN","short_name","year","gender","age_group","prevalence_data1","denominator_data1","patient_count_data1","gender_EN","parent2_name_EN","prevalence_data2","denominator_data2","patient_count_data2","prevalence_diff","se","ci_low","ci_high","z","p_value","sig","lab","fold_diff_nat","fold_diff_reg","meta_model_type"
"F40","Foobsed ärevushäired e. foobiad","F40-F49","Neurootilised, stressiga seotud ja somatoformsed häired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2018","N","80+",0.00190455460630135,18377,35,"F","Phobic anxiety disorders",0.0024443237370994,3682,9,0.359981722132432,0.538565096948518,-0.695586471216986,1.41554991548185,0.668408933612797,0.503872594459257,"nosig","80+",NA,NA,NA
"I20","Stenokardia e rinnaangiin e rinnaahistus","I20-I25","Südame isheemiatõved","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","N","80+",0.112912880230723,18377,2075,"F","Angina pectoris",0.132536664856057,3682,488,0.23118145407632,0.0677467942207805,0.098400177335544,0.363962730817096,3.41243385366577,0.000643855505681579,"sig","80+",NA,NA,NA
"F45","Somatoformsed häired","F40-F49","Neurootilised, stressiga seotud ja somatoformsed häired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2018","N","80+",0.0146378625455733,18377,269,"F","Somatoform disorders",0.0171102661596958,3682,63,0.225157298578375,0.200241085686986,-0.167308017593316,0.617622614750066,1.12443107170492,0.260830196667384,"nosig","80+",NA,NA,NA
"I13","Südame- ja neerukahjustusega hüpertooniatõbi","I10-I15","Kõrgvererõhkhaigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","N","80+",0.042770854872939,18377,786,"F","Hypertensive heart and chronic kidney disease",0.0363932645301467,3682,134,-0.232956574165751,0.132295558664643,-0.492251104463057,0.0263379561315547,-1.76087977946618,0.078258753018337,"nosig","80+",NA,NA,NA
"I69","Peaajuveresoonte haiguse jääknähud","I60-I69","Peaajuveresoonte haigused e tserebrovaskulaarsed haigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","N","80+",0.0557218261957882,18377,1024,"F","Sequelae of cerebrovascular disease",0.0391091797935904,3682,144,-0.510735260922604,0.125729855326171,-0.757161249143331,-0.264309272701878,-4.06216375257606,4.86199509257546e-05,"sig","80+",NA,NA,NA
"I80","Flebiit e veenipõletik ja tromboflebiit e trombveenipõletik","I80-I89","Veenide, lümfisoonte ja -sõlmede mujal klassifitseerimata haigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","N","80+",0.0176307340697611,18377,324,"F","Phlebitis and thrombophlebitis",0.0219989136338946,3682,81,0.319339737635083,0.177317088996037,-0.0281953706406328,0.666874845910799,1.80095296760833,0.0717102933448368,"nosig","80+",NA,NA,NA
"F33","Korduv depressiivne häire e korduv depressioon","F30-F39","Meeleoluhäired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2018","N","80+",0.0170321597649235,18377,313,"F","Major depressive disorder, recurrent",0.0263443780554047,3682,97,0.629233732889593,0.165615855812574,0.304632620228169,0.953834845551016,3.79935682970893,0.000145072090299569,"sig","80+",NA,NA,NA
"I50","Südamepuudulikkus","I30-I52","Muud südamehaigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","N","80+",0.296566360124068,18377,5450,"F","Heart failure",0.276480173818577,3682,1018,-0.101178930840872,0.0418082254125817,-0.183121546907065,-0.0192363147746801,-2.42007236237355,0.0155174188419542,"sig","80+",NA,NA,NA
"F32","Depressiivne episood e. depressioon","F30-F39","Meeleoluhäired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2018","N","80+",0.0543070142025358,18377,998,"F","Major depressive disorder, single episode",0.0741444866920152,3682,273,0.449200873217675,0.0950318927016442,0.262941786139777,0.635459960295573,4.7268433832835,2.28037011451576e-06,"sig","80+",NA,NA,NA
"I11","Südamekahjustusega hüpertooniatõbi","I10-I15","Kõrgvererõhkhaigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","N","80+",0.670457637263971,18377,12321,"F","Hypertensive heart disease",0.678707224334601,3682,2499,0.017643191021575,0.0179796464989606,-0.0175962685711494,0.0528826506142995,0.981286869160356,0.32645129616841,"nosig","80+",NA,NA,NA
"I84","Hemorroidid e päraku veenikomud","I80-I89","Veenide, lümfisoonte ja -sõlmede mujal klassifitseerimata haigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","N","80+",0.0235620612722425,18377,433,"F","Hemorrhoids",0.0304182509505703,3682,112,0.368471444965963,0.150704899565445,0.073095269523965,0.66384762040796,2.44498650029591,0.0144857563952807,"sig","80+",NA,NA,NA
"I10","Hüpertooniatõbi e essentsiaalne e primaarne arteriaalne hüpertensioon e kõrgvererõhktõbi","I10-I15","Kõrgvererõhkhaigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","N","80+",0.25858409968983,18377,4752,"F","Essential (primary) hypertension",0.292232482346551,3682,1076,0.176482979390942,0.0411559798792445,0.0958187410791672,0.257147217702716,4.28814913188215,1.80168117900337e-05,"sig","80+",NA,NA,NA
"I83","Alajäsemete vaariksid e veenikomud","I80-I89","Veenide, lümfisoonte ja -sõlmede mujal klassifitseerimata haigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","N","80+",0.02818740817326,18377,518,"F","Varicose veins of lower extremities",0.036664856056491,3682,135,0.37934704699936,0.136956537672396,0.110917165714162,0.647776928284559,2.76983525902773,0.00560846517076508,"sig","80+",NA,NA,NA
"I70","Ateroskleroos","I70-I79","Arterite, arterioolide ja kapillaaride haigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","N","80+",0.0686183816727431,18377,1261,"F","Atherosclerosis",0.0703422053231939,3682,259,0.0357954649934174,0.0949115493868449,-0.150227753521693,0.221818683508528,0.377145513108426,0.706065469649172,"nosig","80+",NA,NA,NA
"F20","Skisofreenia","F20-F29","Skisofreenia, skisotüüpsed ja luululised häired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2018","N","80+",0.00337378244544811,18377,62,"F","Schizophrenia",0.00271591526344378,3682,10,-0.312928477864428,0.490946864644208,-1.27516665088994,0.649309695161081,-0.637397853821124,0.523865725985358,"nosig","80+",NA,NA,NA
"I25","Krooniline südame isheemiatõbi","I20-I25","Südame isheemiatõved","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","N","80+",0.114708603145236,18377,2108,"F","Chronic ischemic heart disease",0.127919608908202,3682,471,0.157263835610652,0.0687594901060357,0.0224977114074835,0.29202995981382,2.28715825798201,0.0221865874566587,"sig","80+",NA,NA,NA
"I48","Kodade virvendus ja laperdus","I30-I52","Muud südamehaigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","N","80+",0.213364531751646,18377,3921,"F","Atrial fibrillation and flutter",0.224334600760456,3682,826,0.0723317825379392,0.0487042256489722,-0.0231267456289581,0.167790310704837,1.48512334554416,0.137511152896099,"nosig","80+",NA,NA,NA
"I63","Peaajuinfarkt","I60-I69","Peaajuveresoonte haigused e tserebrovaskulaarsed haigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","N","80+",0.0368395276704576,18377,677,"F","Cerebral infarction",0.0247148288973384,3682,91,-0.575877645741218,0.158959256539733,-0.887432063568358,-0.264323227914078,-3.62280032177473,0.000291430792662029,"sig","80+",NA,NA,NA
"F06","Muud psüühikahäired ajukahjustusest, -düsfunktsioonist või somaatilisest haigusest","F00-F09","Orgaanilised - k.a sümptomaatilised - psüühikahäired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2018","N","80+",0.0381455079719214,18377,701,"F","Other mental disorders due to known physiological condition",0.0363932645301467,3682,134,-0.0678417059177675,0.133503577966893,-0.329503910540112,0.193820498704577,-0.508163952988522,0.611338368211067,"nosig","80+",NA,NA,NA
"I49","Muud südamerütmitused e arütmiad","I30-I52","Muud südamehaigused","I00-I99","Vereringeelundite haigused","Diseases of the circulatory system","Circulatory system","2018","N","80+",0.0797736300810796,18377,1466,"F","Other cardiac arrhythmias",0.118957088538838,3682,438,0.576457409102445,0.0741161446836853,0.431192434849462,0.721722383355428,7.77775762032232,7.32747196252603e-15,"sig","80+",NA,NA,NA
"F01","Vaskulaarne dementsus","F00-F09","Orgaanilised - k.a sümptomaatilised - psüühikahäired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2018","N","80+",0.046797627469119,18377,860,"F","Vascular dementia",0.0219989136338946,3682,81,-1.08900310906975,0.165642893608911,-1.41365721483822,-0.764349003301288,-6.57440283336834,4.88489249050872e-11,"sig","80+",NA,NA,NA
"F41","Muud ärevushäired","F40-F49","Neurootilised, stressiga seotud ja somatoformsed häired","F00-F99","Psüühika- ja käitumishäired","Mental and behavioural disorders","Mental health disorders","2018","N","80+",0.0556674103498939,18377,1023,"F","Other anxiety disorders",0.0697990222705052,3682,257,0.326373857083633,0.0972355086383883,0.135795762133958,0.516951952033307,3.35652954002013,0.00078927288969366,"sig","80+",NA,NA,NA
